touchpoint_id,customer_id,campaign_id,channel,is_paid,touchpoint_date,interaction_type
1197,189,2,Google Ads,1,2024-02-20 17:00:00.000,Impression
1198,189,3,Email,1,2024-02-22 11:00:00.000,Email Open
1199,189,4,Organic,1,2024-02-23 13:00:00.000,Impression
1200,190,1,Facebook,1,2024-03-23 07:00:00.000,Email Open
1201,190,2,Google Ads,1,2024-03-30 17:00:00.000,Email Open
1202,190,2,Google Ads,1,2024-04-03 12:00:00.000,Click
1203,190,4,Organic,1,2024-04-05 14:00:00.000,Impression
1204,190,1,Facebook,1,2024-04-13 12:00:00.000,Impression
1205,190,2,Google Ads,1,2024-04-20 13:00:00.000,Impression
1206,190,5,Facebook,1,2024-04-24 06:00:00.000,Impression
1207,190,1,Facebook,1,2024-04-26 19:00:00.000,Impression
1208,191,1,Facebook,1,2024-03-07 00:00:00.000,Email Open
1209,191,3,Email,1,2024-03-07 16:00:00.000,Impression
1210,191,2,Google Ads,1,2024-03-11 06:00:00.000,Impression
1211,191,3,Email,1,2024-03-11 10:00:00.000,Impression
1212,191,3,Email,1,2024-03-14 21:00:00.000,Impression
1213,191,3,Email,1,2024-03-16 07:00:00.000,Email Open
1214,192,2,Google Ads,1,2024-02-01 06:00:00.000,Click
1215,192,4,Organic,1,2024-02-03 03:00:00.000,Impression
1216,192,3,Email,1,2024-02-04 21:00:00.000,Impression
1217,193,2,Google Ads,1,2024-01-03 06:00:00.000,Click
1218,193,4,Organic,1,2024-01-17 16:00:00.000,Impression
1219,193,3,Email,1,2024-01-24 16:00:00.000,Impression
1220,193,2,Google Ads,1,2024-01-24 19:00:00.000,Impression
1221,193,1,Facebook,1,2024-01-27 06:00:00.000,Impression
1222,193,3,Email,1,2024-01-28 13:00:00.000,Impression
1223,194,2,Google Ads,1,2024-02-10 04:00:00.000,Impression
1224,194,5,Facebook,1,2024-02-11 18:00:00.000,Click
1225,194,4,Organic,1,2024-02-26 13:00:00.000,Impression
1226,195,2,Google Ads,1,2024-03-10 13:00:00.000,Click
1227,195,3,Email,1,2024-03-13 06:00:00.000,Impression
1228,195,2,Google Ads,1,2024-03-13 14:00:00.000,Impression
1229,195,1,Facebook,1,2024-03-14 05:00:00.000,Impression
1230,195,3,Email,1,2024-03-18 01:00:00.000,Impression
1231,195,3,Email,1,2024-03-18 23:00:00.000,Click
1232,195,4,Organic,1,2024-03-21 07:00:00.000,Impression
1233,195,2,Google Ads,1,2024-03-28 21:00:00.000,Impression
1234,196,4,Organic,1,2024-02-05 09:00:00.000,Impression
1235,196,3,Email,1,2024-02-06 01:00:00.000,Impression
1236,196,4,Organic,1,2024-02-07 12:00:00.000,Impression
1237,196,2,Google Ads,1,2024-02-08 02:00:00.000,Click
1238,196,3,Email,1,2024-02-09 04:00:00.000,Click
1239,197,3,Email,1,2024-02-17 21:00:00.000,Impression
1240,197,3,Email,1,2024-02-25 18:00:00.000,Click
1241,197,3,Email,1,2024-03-11 16:00:00.000,Click
1242,197,4,Organic,1,2024-03-13 03:00:00.000,Click
1243,197,4,Organic,1,2024-03-16 03:00:00.000,Click
1244,197,2,Google Ads,1,2024-03-18 02:00:00.000,Impression
1245,198,4,Organic,1,2024-03-01 06:00:00.000,Impression
1246,198,5,Facebook,1,2024-03-02 23:00:00.000,Impression
1247,198,5,Facebook,1,2024-03-10 08:00:00.000,Click
1248,198,2,Google Ads,1,2024-03-17 18:00:00.000,Impression
1249,199,3,Email,1,2024-03-30 04:00:00.000,Email Open
1250,199,5,Facebook,1,2024-03-31 16:00:00.000,Impression
1251,199,4,Organic,1,2024-04-01 10:00:00.000,Impression
1252,200,3,Email,1,2024-03-18 12:00:00.000,Impression
1253,200,4,Organic,1,2024-03-21 14:00:00.000,Impression
1254,200,4,Organic,1,2024-03-22 00:00:00.000,Impression
1255,200,4,Organic,1,2024-03-22 17:00:00.000,Click
1256,200,2,Google Ads,1,2024-03-23 23:00:00.000,Impression
1257,201,4,Organic,1,2024-03-20 16:00:00.000,Impression
1258,201,5,Facebook,1,2024-04-04 06:00:00.000,Click
1259,201,4,Organic,1,2024-04-05 16:00:00.000,Impression
1260,201,3,Email,1,2024-04-05 18:00:00.000,Impression
1261,201,4,Organic,1,2024-04-13 03:00:00.000,Impression
1262,201,4,Organic,1,2024-04-13 22:00:00.000,Impression
1263,201,5,Facebook,1,2024-04-17 20:00:00.000,Click
1264,202,5,Facebook,1,2024-01-23 13:00:00.000,Impression
1265,202,4,Organic,1,2024-01-23 23:00:00.000,Impression
1266,202,4,Organic,1,2024-01-25 00:00:00.000,Impression
1267,202,4,Organic,1,2024-01-28 23:00:00.000,Impression
1268,202,4,Organic,1,2024-01-30 05:00:00.000,Impression
1269,202,3,Email,1,2024-01-30 09:00:00.000,Impression
1270,203,1,Facebook,1,2024-03-04 05:00:00.000,Impression
1271,203,4,Organic,1,2024-03-05 04:00:00.000,Impression
1272,203,3,Email,1,2024-03-09 01:00:00.000,Impression
1273,203,1,Facebook,1,2024-03-09 23:00:00.000,Impression
1274,203,5,Facebook,1,2024-03-10 19:00:00.000,Click
1275,203,1,Facebook,1,2024-03-12 14:00:00.000,Click
1276,203,3,Email,1,2024-03-15 21:00:00.000,Impression
1277,204,2,Google Ads,1,2024-04-11 03:00:00.000,Impression
1278,204,3,Email,1,2024-04-13 13:00:00.000,Click
1279,204,4,Organic,1,2024-04-28 01:00:00.000,Impression
1280,204,2,Google Ads,1,2024-04-28 11:00:00.000,Impression
1281,204,2,Google Ads,1,2024-04-29 23:00:00.000,Impression
1282,204,3,Email,1,2024-05-03 07:00:00.000,Impression
1283,205,2,Google Ads,1,2024-03-10 03:00:00.000,Click
1284,205,1,Facebook,1,2024-03-25 01:00:00.000,Click
1285,205,4,Organic,1,2024-04-01 11:00:00.000,Impression
1286,205,2,Google Ads,1,2024-04-02 05:00:00.000,Impression
1287,205,1,Facebook,1,2024-04-05 05:00:00.000,Impression
1288,206,4,Organic,1,2024-01-09 04:00:00.000,Click
1289,206,4,Organic,1,2024-01-11 03:00:00.000,Impression
1290,206,4,Organic,1,2024-01-12 04:00:00.000,Click
1291,206,3,Email,1,2024-01-14 03:00:00.000,Impression
1292,206,2,Google Ads,1,2024-01-17 00:00:00.000,Click
1293,206,2,Google Ads,1,2024-01-18 10:00:00.000,Click
1294,206,1,Facebook,1,2024-01-19 01:00:00.000,Impression
1295,206,2,Google Ads,1,2024-02-02 07:00:00.000,Impression
1296,206,2,Google Ads,1,2024-02-04 13:00:00.000,Impression
1297,206,2,Google Ads,1,2024-02-06 18:00:00.000,Impression
1298,207,5,Facebook,1,2024-02-28 15:00:00.000,Impression
1299,207,2,Google Ads,1,2024-02-29 05:00:00.000,Click
1300,207,5,Facebook,1,2024-03-07 20:00:00.000,Impression
1301,207,2,Google Ads,1,2024-03-08 05:00:00.000,Impression
1302,207,2,Google Ads,1,2024-03-08 17:00:00.000,Impression
1303,207,1,Facebook,1,2024-03-11 08:00:00.000,Click
1304,208,3,Email,1,2024-03-02 23:00:00.000,Impression
1305,208,5,Facebook,1,2024-03-05 17:00:00.000,Click
1306,208,4,Organic,1,2024-03-19 20:00:00.000,Impression
1307,208,3,Email,1,2024-03-21 04:00:00.000,Click
1308,208,4,Organic,1,2024-03-22 05:00:00.000,Click
1309,208,3,Email,1,2024-03-23 06:00:00.000,Click
1310,208,4,Organic,1,2024-03-25 14:00:00.000,Impression
1311,208,2,Google Ads,1,2024-03-28 11:00:00.000,Impression
1312,208,4,Organic,1,2024-03-29 09:00:00.000,Click
1313,209,4,Organic,1,2024-02-25 09:00:00.000,Click
1314,209,1,Facebook,1,2024-02-29 08:00:00.000,Click
1315,209,2,Google Ads,1,2024-03-03 19:00:00.000,Click
1316,209,3,Email,1,2024-03-18 07:00:00.000,Email Open
1317,209,1,Facebook,1,2024-03-25 07:00:00.000,Click
1318,209,3,Email,1,2024-03-26 20:00:00.000,Impression
1319,209,2,Google Ads,1,2024-03-28 18:00:00.000,Impression
1320,209,4,Organic,1,2024-03-30 21:00:00.000,Impression
1321,209,2,Google Ads,1,2024-03-31 02:00:00.000,Email Open
1322,210,5,Facebook,1,2024-01-23 08:00:00.000,Impression
1323,210,1,Facebook,1,2024-01-24 23:00:00.000,Impression
1324,210,1,Facebook,1,2024-01-27 23:00:00.000,Impression
1325,210,3,Email,1,2024-01-31 11:00:00.000,Impression
1326,211,3,Email,1,2024-04-04 11:00:00.000,Click
1327,211,3,Email,1,2024-04-18 21:00:00.000,Impression
1328,211,3,Email,1,2024-04-22 20:00:00.000,Impression
1329,211,1,Facebook,1,2024-04-23 12:00:00.000,Impression
1330,211,4,Organic,1,2024-04-26 09:00:00.000,Click
1331,211,4,Organic,1,2024-04-27 05:00:00.000,Impression
1332,211,4,Organic,1,2024-04-28 06:00:00.000,Click
1333,211,2,Google Ads,1,2024-04-29 21:00:00.000,Impression
1334,212,1,Facebook,1,2024-02-22 16:00:00.000,Impression
1335,212,4,Organic,1,2024-02-23 13:00:00.000,Click
1336,212,2,Google Ads,1,2024-03-09 04:00:00.000,Impression
1337,212,1,Facebook,1,2024-03-13 01:00:00.000,Impression
1338,212,3,Email,1,2024-03-16 06:00:00.000,Click
1339,212,4,Organic,1,2024-03-17 14:00:00.000,Click
1340,213,5,Facebook,1,2024-04-12 19:00:00.000,Impression
1341,213,4,Organic,1,2024-04-16 18:00:00.000,Click
1342,213,3,Email,1,2024-04-17 21:00:00.000,Impression
1343,213,2,Google Ads,1,2024-04-19 15:00:00.000,Impression
1344,213,4,Organic,1,2024-04-20 01:00:00.000,Impression
1345,213,4,Organic,1,2024-04-22 07:00:00.000,Impression
1346,214,4,Organic,1,2024-03-25 00:00:00.000,Impression
1347,214,4,Organic,1,2024-04-08 07:00:00.000,Impression
1348,214,5,Facebook,1,2024-04-10 06:00:00.000,Impression
1349,214,3,Email,1,2024-04-24 09:00:00.000,Click
1350,214,4,Organic,1,2024-04-25 18:00:00.000,Email Open
1351,214,2,Google Ads,1,2024-04-27 16:00:00.000,Click
1352,215,2,Google Ads,1,2024-04-08 17:00:00.000,Click
1353,215,2,Google Ads,1,2024-04-23 05:00:00.000,Impression
1354,215,4,Organic,1,2024-05-08 03:00:00.000,Impression
1355,215,4,Organic,1,2024-05-09 21:00:00.000,Click
1356,215,3,Email,1,2024-05-13 11:00:00.000,Impression
1357,216,4,Organic,1,2024-03-27 04:00:00.000,Click
1358,216,5,Facebook,1,2024-03-27 05:00:00.000,Email Open
1359,216,5,Facebook,1,2024-03-27 06:00:00.000,Impression
1360,216,4,Organic,1,2024-04-11 02:00:00.000,Impression
1361,217,3,Email,1,2024-03-20 21:00:00.000,Click
1362,217,3,Email,1,2024-03-24 05:00:00.000,Impression
1363,217,1,Facebook,1,2024-03-24 07:00:00.000,Impression
1364,217,2,Google Ads,1,2024-03-27 01:00:00.000,Click
1365,217,4,Organic,1,2024-03-27 16:00:00.000,Impression
1366,217,1,Facebook,1,2024-03-28 02:00:00.000,Impression
1367,217,2,Google Ads,1,2024-03-31 14:00:00.000,Impression
1368,217,3,Email,1,2024-04-08 07:00:00.000,Click
1369,217,4,Organic,1,2024-04-10 04:00:00.000,Click
1370,218,2,Google Ads,1,2024-02-12 20:00:00.000,Impression
1371,218,1,Facebook,1,2024-02-19 21:00:00.000,Impression
1372,218,2,Google Ads,1,2024-02-21 14:00:00.000,Email Open
1373,218,3,Email,1,2024-02-24 21:00:00.000,Email Open
1374,218,4,Organic,1,2024-02-27 06:00:00.000,Impression
1375,219,2,Google Ads,1,2024-03-12 01:00:00.000,Impression
1376,219,2,Google Ads,1,2024-03-13 07:00:00.000,Impression
1377,219,4,Organic,1,2024-03-15 06:00:00.000,Impression
1378,219,2,Google Ads,1,2024-03-17 02:00:00.000,Impression
1379,220,2,Google Ads,1,2024-01-21 08:00:00.000,Impression
1380,220,2,Google Ads,1,2024-01-24 00:00:00.000,Click
1381,220,4,Organic,1,2024-01-25 13:00:00.000,Email Open
1382,220,1,Facebook,1,2024-01-26 21:00:00.000,Click
1383,221,1,Facebook,1,2024-02-19 07:00:00.000,Impression
1384,221,4,Organic,1,2024-03-04 19:00:00.000,Impression
1385,221,2,Google Ads,1,2024-03-08 04:00:00.000,Impression
1386,221,4,Organic,1,2024-03-09 22:00:00.000,Click
1387,221,2,Google Ads,1,2024-03-17 03:00:00.000,Impression
1388,222,2,Google Ads,1,2024-03-19 22:00:00.000,Impression
1389,222,5,Facebook,1,2024-03-22 06:00:00.000,Click
1390,222,4,Organic,1,2024-03-24 01:00:00.000,Impression
1391,223,3,Email,1,2024-02-25 02:00:00.000,Click
1392,223,1,Facebook,1,2024-03-03 22:00:00.000,Click
1393,223,1,Facebook,1,2024-03-18 03:00:00.000,Click
1394,223,5,Facebook,1,2024-03-20 18:00:00.000,Click
1395,223,4,Organic,1,2024-04-03 22:00:00.000,Impression
1396,223,5,Facebook,1,2024-04-18 15:00:00.000,Impression
1397,224,5,Facebook,1,2024-03-31 23:00:00.000,Email Open
1398,224,2,Google Ads,1,2024-04-04 15:00:00.000,Impression
1399,224,3,Email,1,2024-04-12 07:00:00.000,Impression
1400,224,5,Facebook,1,2024-04-13 18:00:00.000,Email Open
1401,224,5,Facebook,1,2024-04-15 11:00:00.000,Impression
1402,224,5,Facebook,1,2024-04-16 17:00:00.000,Impression
1403,224,5,Facebook,1,2024-04-18 13:00:00.000,Click
1404,224,3,Email,1,2024-04-25 14:00:00.000,Click
1405,225,2,Google Ads,1,2024-01-24 15:00:00.000,Impression
1406,225,5,Facebook,1,2024-02-01 04:00:00.000,Impression
1407,225,2,Google Ads,1,2024-02-04 12:00:00.000,Impression
1408,226,3,Email,1,2024-01-14 11:00:00.000,Impression
1409,226,5,Facebook,1,2024-01-21 17:00:00.000,Impression
1410,226,2,Google Ads,1,2024-01-23 16:00:00.000,Impression
1411,226,4,Organic,1,2024-01-24 07:00:00.000,Impression
1412,226,3,Email,1,2024-01-26 22:00:00.000,Impression
1413,226,2,Google Ads,1,2024-01-30 10:00:00.000,Impression
1414,226,5,Facebook,1,2024-02-13 10:00:00.000,Impression
1415,226,5,Facebook,1,2024-02-16 17:00:00.000,Impression
1416,226,2,Google Ads,1,2024-02-18 17:00:00.000,Impression
1417,226,1,Facebook,1,2024-02-19 06:00:00.000,Click
1418,227,2,Google Ads,1,2024-02-27 16:00:00.000,Email Open
1419,227,2,Google Ads,1,2024-03-01 12:00:00.000,Impression
1420,227,2,Google Ads,1,2024-03-02 20:00:00.000,Impression
1421,227,5,Facebook,1,2024-03-04 22:00:00.000,Impression
1422,228,5,Facebook,1,2024-02-15 20:00:00.000,Impression
1423,228,4,Organic,1,2024-02-17 07:00:00.000,Impression
1424,228,1,Facebook,1,2024-02-17 08:00:00.000,Click
1425,229,3,Email,1,2024-03-19 15:00:00.000,Impression
1426,229,2,Google Ads,1,2024-03-19 15:00:00.000,Impression
1427,229,3,Email,1,2024-03-27 14:00:00.000,Click
1428,229,1,Facebook,1,2024-03-29 02:00:00.000,Impression
1429,229,1,Facebook,1,2024-04-01 05:00:00.000,Impression
1430,230,2,Google Ads,1,2024-04-03 06:00:00.000,Impression
1431,230,3,Email,1,2024-04-05 04:00:00.000,Click
1432,230,5,Facebook,1,2024-04-07 02:00:00.000,Impression
1433,230,1,Facebook,1,2024-04-08 18:00:00.000,Impression
1434,230,3,Email,1,2024-04-11 22:00:00.000,Email Open
1435,230,2,Google Ads,1,2024-04-12 20:00:00.000,Impression
1436,230,1,Facebook,1,2024-04-15 12:00:00.000,Impression
1437,230,4,Organic,1,2024-04-18 05:00:00.000,Click
1438,230,2,Google Ads,1,2024-04-19 05:00:00.000,Impression
1439,230,4,Organic,1,2024-04-19 21:00:00.000,Impression
1440,231,2,Google Ads,1,2024-01-30 20:00:00.000,Email Open
1441,231,2,Google Ads,1,2024-01-31 21:00:00.000,Impression
1442,231,3,Email,1,2024-02-01 08:00:00.000,Impression
1443,231,3,Email,1,2024-02-05 01:00:00.000,Impression
1444,231,1,Facebook,1,2024-02-07 11:00:00.000,Click
1445,231,2,Google Ads,1,2024-02-08 19:00:00.000,Email Open
1446,232,2,Google Ads,1,2024-04-05 20:00:00.000,Impression
1447,232,4,Organic,1,2024-04-07 14:00:00.000,Impression
1448,232,3,Email,1,2024-04-11 03:00:00.000,Email Open
1449,232,4,Organic,1,2024-04-11 08:00:00.000,Click
1450,232,4,Organic,1,2024-04-12 02:00:00.000,Click
1451,232,2,Google Ads,1,2024-04-12 07:00:00.000,Click
1452,232,5,Facebook,1,2024-04-12 11:00:00.000,Impression
1453,233,4,Organic,1,2024-03-10 12:00:00.000,Impression
1454,233,1,Facebook,1,2024-03-11 08:00:00.000,Impression
1455,233,1,Facebook,1,2024-03-11 12:00:00.000,Email Open
1456,234,3,Email,1,2024-01-25 09:00:00.000,Impression
1457,234,3,Email,1,2024-01-26 07:00:00.000,Impression
1458,234,3,Email,1,2024-01-27 00:00:00.000,Impression
1459,234,1,Facebook,1,2024-02-03 04:00:00.000,Impression
1460,234,3,Email,1,2024-02-04 08:00:00.000,Impression
1461,234,5,Facebook,1,2024-02-11 20:00:00.000,Impression
1462,234,3,Email,1,2024-02-11 23:00:00.000,Impression
1463,234,1,Facebook,1,2024-02-13 10:00:00.000,Click
1464,234,3,Email,1,2024-02-14 02:00:00.000,Click
1465,234,3,Email,1,2024-02-14 23:00:00.000,Impression
1466,235,2,Google Ads,1,2024-01-13 04:00:00.000,Impression
1467,235,3,Email,1,2024-01-16 19:00:00.000,Impression
1468,235,5,Facebook,1,2024-01-31 03:00:00.000,Email Open
1469,235,2,Google Ads,1,2024-01-31 15:00:00.000,Impression
1470,235,3,Email,1,2024-02-04 04:00:00.000,Impression
1471,236,4,Organic,1,2024-03-13 07:00:00.000,Impression
1472,236,2,Google Ads,1,2024-03-15 01:00:00.000,Impression
1473,236,3,Email,1,2024-03-15 01:00:00.000,Email Open
1474,236,3,Email,1,2024-03-29 02:00:00.000,Click
1475,236,3,Email,1,2024-04-05 06:00:00.000,Impression
1476,236,2,Google Ads,1,2024-04-12 19:00:00.000,Click
1477,236,1,Facebook,1,2024-04-12 23:00:00.000,Impression
1478,236,3,Email,1,2024-04-13 12:00:00.000,Click
1479,236,4,Organic,1,2024-04-16 14:00:00.000,Impression
1480,236,2,Google Ads,1,2024-04-17 16:00:00.000,Impression
1481,237,2,Google Ads,1,2024-03-03 23:00:00.000,Impression
1482,237,1,Facebook,1,2024-03-04 19:00:00.000,Impression
1483,237,3,Email,1,2024-03-05 08:00:00.000,Impression
1484,237,2,Google Ads,1,2024-03-13 02:00:00.000,Impression
1485,237,2,Google Ads,1,2024-03-13 04:00:00.000,Click
1486,237,1,Facebook,1,2024-03-14 05:00:00.000,Click
1487,237,3,Email,1,2024-03-29 00:00:00.000,Impression
1488,238,5,Facebook,1,2024-01-07 03:00:00.000,Click
1489,238,1,Facebook,1,2024-01-14 03:00:00.000,Impression
1490,238,5,Facebook,1,2024-01-14 22:00:00.000,Impression
1491,238,1,Facebook,1,2024-01-15 23:00:00.000,Email Open
1492,238,4,Organic,1,2024-01-18 17:00:00.000,Impression
1493,238,5,Facebook,1,2024-01-20 02:00:00.000,Click
1494,238,5,Facebook,1,2024-02-03 18:00:00.000,Click
1495,238,3,Email,1,2024-02-18 16:00:00.000,Impression
1496,238,2,Google Ads,1,2024-02-21 19:00:00.000,Impression
1497,239,1,Facebook,1,2024-01-21 20:00:00.000,Click
1498,239,2,Google Ads,1,2024-01-29 16:00:00.000,Email Open
1499,239,3,Email,1,2024-02-01 15:00:00.000,Click
1500,239,4,Organic,1,2024-02-03 02:00:00.000,Click
1501,239,2,Google Ads,1,2024-02-06 14:00:00.000,Email Open
1502,239,4,Organic,1,2024-02-08 18:00:00.000,Click
1503,239,5,Facebook,1,2024-02-09 03:00:00.000,Impression
1504,239,2,Google Ads,1,2024-02-10 12:00:00.000,Impression
1505,239,1,Facebook,1,2024-02-11 14:00:00.000,Click
1506,239,3,Email,1,2024-02-14 05:00:00.000,Click
1507,240,4,Organic,1,2024-02-17 19:00:00.000,Impression
1508,240,4,Organic,1,2024-02-20 14:00:00.000,Impression
1509,240,1,Facebook,1,2024-02-22 04:00:00.000,Click
1510,240,3,Email,1,2024-02-25 03:00:00.000,Impression
1511,240,5,Facebook,1,2024-02-25 15:00:00.000,Click
1512,240,3,Email,1,2024-02-27 05:00:00.000,Impression
1513,240,1,Facebook,1,2024-02-29 19:00:00.000,Click
1514,240,3,Email,1,2024-03-15 07:00:00.000,Impression
1515,240,4,Organic,1,2024-03-15 17:00:00.000,Impression
1516,241,3,Email,1,2024-01-05 06:00:00.000,Email Open
1517,241,3,Email,1,2024-01-08 07:00:00.000,Email Open
1518,241,5,Facebook,1,2024-01-09 13:00:00.000,Impression
1519,241,2,Google Ads,1,2024-01-11 15:00:00.000,Impression
1520,241,4,Organic,1,2024-01-12 13:00:00.000,Impression
1521,241,2,Google Ads,1,2024-01-15 21:00:00.000,Impression
1522,241,3,Email,1,2024-01-30 07:00:00.000,Impression
1523,241,4,Organic,1,2024-02-13 22:00:00.000,Email Open
1524,241,4,Organic,1,2024-02-15 20:00:00.000,Impression
1525,241,1,Facebook,1,2024-02-23 02:00:00.000,Impression
1526,242,5,Facebook,1,2024-01-22 10:00:00.000,Impression
1527,242,4,Organic,1,2024-01-26 00:00:00.000,Click
1528,242,1,Facebook,1,2024-01-28 18:00:00.000,Click
1529,242,2,Google Ads,1,2024-01-29 16:00:00.000,Click
1530,242,4,Organic,1,2024-01-30 22:00:00.000,Impression
1531,243,3,Email,1,2024-03-25 11:00:00.000,Impression
1532,243,4,Organic,1,2024-03-28 14:00:00.000,Impression
1533,243,5,Facebook,1,2024-03-29 09:00:00.000,Impression
1534,243,3,Email,1,2024-04-06 07:00:00.000,Click
1535,243,4,Organic,1,2024-04-20 10:00:00.000,Impression
1536,243,1,Facebook,1,2024-04-20 23:00:00.000,Click
1537,243,3,Email,1,2024-04-23 00:00:00.000,Impression
1538,243,2,Google Ads,1,2024-04-26 17:00:00.000,Click
1539,243,4,Organic,1,2024-05-11 04:00:00.000,Impression
1540,244,5,Facebook,1,2024-02-18 21:00:00.000,Click
1541,244,1,Facebook,1,2024-02-19 10:00:00.000,Impression
1542,244,3,Email,1,2024-02-21 02:00:00.000,Impression
1543,244,5,Facebook,1,2024-03-06 15:00:00.000,Impression
1544,244,3,Email,1,2024-03-08 16:00:00.000,Impression
1545,244,5,Facebook,1,2024-03-11 15:00:00.000,Impression
1546,244,3,Email,1,2024-03-12 18:00:00.000,Impression
1547,245,2,Google Ads,1,2024-01-21 00:00:00.000,Impression
1548,245,2,Google Ads,1,2024-01-24 02:00:00.000,Click
1549,245,3,Email,1,2024-01-24 16:00:00.000,Impression
1550,245,1,Facebook,1,2024-01-27 23:00:00.000,Click
1551,245,3,Email,1,2024-02-04 11:00:00.000,Impression
1552,245,1,Facebook,1,2024-02-19 07:00:00.000,Impression
1553,246,3,Email,1,2024-02-06 15:00:00.000,Impression
1554,246,4,Organic,1,2024-02-08 15:00:00.000,Impression
1555,246,4,Organic,1,2024-02-10 21:00:00.000,Click
1556,246,2,Google Ads,1,2024-02-13 11:00:00.000,Impression
1557,246,1,Facebook,1,2024-02-28 08:00:00.000,Email Open
1558,247,2,Google Ads,1,2024-03-07 00:00:00.000,Impression
1559,247,1,Facebook,1,2024-03-08 06:00:00.000,Impression
1560,247,5,Facebook,1,2024-03-11 10:00:00.000,Impression
1561,247,2,Google Ads,1,2024-03-12 08:00:00.000,Impression
1562,248,3,Email,1,2024-02-16 03:00:00.000,Click
1563,248,4,Organic,1,2024-03-01 18:00:00.000,Impression
1564,248,5,Facebook,1,2024-03-05 04:00:00.000,Impression
1565,248,5,Facebook,1,2024-03-07 15:00:00.000,Impression
1566,248,3,Email,1,2024-03-08 07:00:00.000,Impression
1567,248,3,Email,1,2024-03-16 03:00:00.000,Impression
1568,248,4,Organic,1,2024-03-16 13:00:00.000,Impression
1569,249,3,Email,1,2024-02-13 22:00:00.000,Impression
1570,249,5,Facebook,1,2024-02-17 05:00:00.000,Impression
1571,249,5,Facebook,1,2024-02-18 11:00:00.000,Click
1572,249,5,Facebook,1,2024-03-04 08:00:00.000,Click
1573,249,2,Google Ads,1,2024-03-05 18:00:00.000,Impression
1574,249,3,Email,1,2024-03-07 19:00:00.000,Impression
1575,249,3,Email,1,2024-03-10 14:00:00.000,Impression
1576,249,5,Facebook,1,2024-03-10 14:00:00.000,Impression
1577,250,4,Organic,1,2024-03-08 03:00:00.000,Impression
1578,250,5,Facebook,1,2024-03-11 15:00:00.000,Impression
1579,250,4,Organic,1,2024-03-12 00:00:00.000,Click
1580,251,5,Facebook,1,2024-01-21 04:00:00.000,Click
1581,251,2,Google Ads,1,2024-01-24 11:00:00.000,Impression
1582,251,1,Facebook,1,2024-02-07 22:00:00.000,Impression
1583,252,2,Google Ads,1,2024-01-11 05:00:00.000,Impression
1584,252,4,Organic,1,2024-01-12 09:00:00.000,Click
1585,252,4,Organic,1,2024-01-14 16:00:00.000,Email Open
1586,252,4,Organic,1,2024-01-16 15:00:00.000,Impression
1587,252,5,Facebook,1,2024-01-20 13:00:00.000,Impression
1588,252,2,Google Ads,1,2024-01-28 10:00:00.000,Impression
1589,252,1,Facebook,1,2024-01-30 16:00:00.000,Impression
1590,252,5,Facebook,1,2024-02-01 07:00:00.000,Impression
1591,252,3,Email,1,2024-02-03 23:00:00.000,Click
1592,253,2,Google Ads,1,2024-02-12 19:00:00.000,Impression
1593,253,3,Email,1,2024-02-14 00:00:00.000,Impression
1594,253,1,Facebook,1,2024-02-21 23:00:00.000,Click
1595,253,2,Google Ads,1,2024-02-21 23:00:00.000,Impression
1596,253,5,Facebook,1,2024-02-22 16:00:00.000,Impression
1597,253,2,Google Ads,1,2024-02-24 05:00:00.000,Impression
1598,253,3,Email,1,2024-02-25 06:00:00.000,Impression
1599,253,2,Google Ads,1,2024-02-25 11:00:00.000,Impression
1600,253,3,Email,1,2024-02-25 12:00:00.000,Impression
1601,254,2,Google Ads,1,2024-02-06 03:00:00.000,Impression
1602,254,3,Email,1,2024-02-06 09:00:00.000,Click
1603,254,1,Facebook,1,2024-02-07 09:00:00.000,Impression
1604,254,3,Email,1,2024-02-11 00:00:00.000,Impression
1605,254,2,Google Ads,1,2024-02-14 05:00:00.000,Click
1606,254,4,Organic,1,2024-02-14 05:00:00.000,Impression
1607,254,1,Facebook,1,2024-02-14 13:00:00.000,Click
1608,254,3,Email,1,2024-02-22 08:00:00.000,Impression
1609,254,4,Organic,1,2024-02-24 15:00:00.000,Impression
1610,255,3,Email,1,2024-03-08 03:00:00.000,Impression
1611,255,3,Email,1,2024-03-11 20:00:00.000,Impression
1612,255,3,Email,1,2024-03-14 07:00:00.000,Click
1613,255,4,Organic,1,2024-03-18 02:00:00.000,Impression
1614,255,1,Facebook,1,2024-03-20 22:00:00.000,Email Open
1615,256,1,Facebook,1,2024-03-05 23:00:00.000,Email Open
1616,256,3,Email,1,2024-03-07 02:00:00.000,Email Open
1617,256,3,Email,1,2024-03-14 07:00:00.000,Click
1618,256,3,Email,1,2024-03-15 20:00:00.000,Impression
1619,256,3,Email,1,2024-03-18 18:00:00.000,Impression
1620,256,3,Email,1,2024-03-21 05:00:00.000,Email Open
1621,256,2,Google Ads,1,2024-03-24 02:00:00.000,Click
1622,256,2,Google Ads,1,2024-03-26 11:00:00.000,Impression
1623,256,5,Facebook,1,2024-03-26 20:00:00.000,Impression
1624,257,5,Facebook,1,2024-02-12 00:00:00.000,Impression
1625,257,2,Google Ads,1,2024-02-19 16:00:00.000,Click
1626,257,2,Google Ads,1,2024-02-20 15:00:00.000,Impression
1627,257,5,Facebook,1,2024-02-20 22:00:00.000,Email Open
